ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
62192,2,1,0,0,0,0,0,0,0,0,0,0
62193,1,1,0,0,0,0,0,0,0,0,0,0
62193,2,1,0,0,0,0,0,0,0,0,0,0
62194,0,1,0,0,0,0,0,0,0,11,0,0
62194,1,1,0,0,0,0,0,0,0,0,0,0
62195,1,1,0,0,0,0,0,0,12,0,0,0
62195,2,1,9,9,9,9,9,9,9,9,9,9
62196,1,1,28,28,28,28,28,28,28,28,28,28
62197,1,1,6,21,13,45,18,7,8,17,25,28
62198,1,1,10,10,10,10,10,10,10,10,10,10
62199,0,1,0,17,0,33,0,30,0,0,5,0
62199,1,1,0,19,18,16,11,4,0,2,13,9
62200,1,1,19,19,19,19,19,19,19,19,19,19
62201,0,1,21,0,0,31,44,0,10,0,0,0
62201,1,1,0,0,0,0,0,0,12,13,0,0
62202,1,1,28,3,20,5,20,23,0,8,16,15
62203,0,1,0,0,0,0,0,0,0,0,0,0
62203,1,1,0,0,0,0,0,0,0,0,0,0
62204,0,1,0,0,0,0,0,0,0,0,0,0
62204,1,1,0,0,0,0,0,0,13,0,0,24
62205,0,1,0,0,16,0,0,14,0,22,0,0
62205,1,1,0,0,0,0,0,0,0,0,0,0
62206,1,1,0,8,0,24,8,0,21,21,24,0
62207,1,1,14,24,15,8,7,19,38,20,17,14
62208,0,1,0,11,0,0,25,0,11,0,0,22
62208,1,1,7,0,0,0,0,0,0,0,0,0
62209,1,1,0,0,0,0,0,0,0,0,17,0
62209,2,1,0,0,0,0,0,0,0,0,0,0
62210,1,1,0,0,0,0,0,0,0,0,0,0
62210,2,1,0,0,0,0,0,0,0,0,0,0
62211,0,1,0,0,11,22,0,12,23,0,0,0
62211,1,1,0,22,0,0,0,0,0,0,14,0
62212,1,1,23,21,29,14,5,20,0,10,17,24
62212,2,1,0,0,0,0,0,0,13,0,0,0
62213,0,1,0,0,0,0,0,0,0,0,0,0
62213,1,1,0,0,0,0,0,8,0,0,0,0
62214,1,1,0,0,0,0,0,0,0,0,0,0
62214,2,1,0,0,0,0,0,0,0,0,0,0
62214,3,1,0,0,0,0,0,0,0,0,0,0
62214,4,1,0,7,0,0,4,0,16,0,0,0
62214,5,1,0,0,0,0,0,0,10,0,0,0
62215,0,1,0,0,0,0,0,0,0,0,0,0
62215,1,1,0,0,0,0,0,0,0,0,0,0
62216,0,1,0,0,0,0,0,0,0,0,0,0
62216,0,2,0,0,0,0,0,0,0,0,0,0
62216,1,1,0,0,0,0,0,0,0,0,0,0
62217,0,1,0,0,0,0,0,0,13,0,0,0
62217,2,1,0,14,4,0,11,0,0,0,16,0
62217,3,1,0,0,0,0,0,0,0,0,0,0
62218,1,1,15,0,23,0,0,0,0,7,10,0
62219,1,1,0,0,0,0,0,0,0,0,0,0
62219,2,1,0,0,0,3,0,0,0,0,0,0
62220,1,1,20,20,20,20,20,20,20,20,20,20
62221,1,1,23,30,14,34,41,19,8,0,22,25
62222,1,1,8,8,8,8,8,8,8,8,8,8
62223,0,1,16,16,16,16,16,16,16,16,16,16
62223,1,1,13,8,14,9,5,4,17,28,10,13
62223,3,1,14,0,0,0,0,0,0,0,0,0
62224,1,1,0,0,0,0,0,26,0,0,0,0
62225,1,1,6,26,15,0,24,0,16,0,17,0
62226,1,1,0,0,0,0,0,0,0,0,0,0
62227,0,1,0,0,0,19,0,0,0,0,0,0
62227,0,2,28,0,0,0,0,0,12,0,19,0
62227,1,1,0,0,0,0,0,0,0,0,0,0
62227,2,1,0,0,0,0,0,0,23,0,0,0
62228,0,1,2,2,2,2,2,2,2,2,2,2
62228,1,1,0,0,13,0,0,0,0,0,0,0
62229,0,1,38,6,18,25,0,0,0,0,0,27
62229,1,1,26,11,20,29,26,19,10,5,23,19
62230,0,1,0,0,0,0,0,0,0,0,0,0
62230,1,1,0,0,0,0,0,0,0,0,0,0
62231,0,1,0,0,0,0,20,0,0,0,33,0
62231,1,1,0,9,0,0,0,0,8,0,14,0
62232,0,1,21,21,21,21,21,21,21,21,21,21
62232,1,1,0,0,0,0,0,13,0,0,0,0
62233,0,1,2,2,2,2,2,2,2,2,2,2
62233,1,1,0,0,0,0,0,0,0,0,0,0
62234,1,1,0,0,0,0,0,0,0,0,0,0
62234,2,1,0,0,0,0,0,0,0,0,0,0
62235,1,1,15,12,15,18,11,5,12,14,10,35
62236,1,1,33,13,9,17,17,13,12,18,0,20
62236,2,1,0,0,0,0,0,0,0,0,0,0
62237,0,1,0,15,18,0,0,0,0,26,6,0
62237,1,1,0,0,0,0,0,7,0,0,0,0
62239,1,1,0,0,15,8,0,0,20,0,0,13
62240,1,1,6,28,13,15,32,15,10,16,34,21
62241,1,1,0,0,0,0,0,0,11,0,0,0
62241,2,1,0,0,0,0,0,0,19,0,16,0
62242,1,1,0,0,0,0,0,0,0,0,0,0
62243,1,1,20,23,0,22,32,9,15,12,16,12
62243,2,1,0,0,10,0,0,0,0,0,0,0
62244,1,1,0,0,17,0,0,11,0,0,0,19
62245,1,1,0,0,0,0,0,0,0,0,15,0
62245,2,1,0,0,0,0,0,0,0,0,0,0
62246,0,1,4,0,0,0,0,0,0,0,0,0
62246,0,2,0,18,0,18,0,33,0,11,0,0
62246,2,1,0,0,0,0,0,0,0,0,0,0
62246,3,1,0,0,0,0,0,0,0,16,0,0
62247,1,1,0,0,0,0,0,0,0,0,0,0
62247,2,1,0,0,0,0,0,0,0,0,0,0
62248,1,1,0,0,0,0,0,0,0,0,0,0
62248,2,1,0,0,12,0,0,0,0,0,0,0
62249,1,1,14,17,18,0,16,3,23,11,36,26
62250,1,1,0,0,0,0,0,0,0,0,0,0
62250,2,1,0,0,0,9,0,17,0,0,9,15
62251,0,1,0,0,0,27,0,0,0,11,24,25
62251,1,1,0,0,0,0,0,16,0,10,12,5
62252,0,1,0,0,0,0,19,12,22,0,0,11
62252,1,1,0,17,18,0,0,12,0,0,0,0
62253,1,1,15,0,0,0,44,18,0,0,47,23
62253,2,1,0,8,0,0,8,0,0,0,0,0
62254,0,1,0,0,0,0,0,0,37,0,0,0
62254,1,1,0,0,0,0,0,14,0,0,0,0
62255,1,1,0,20,0,0,3,0,0,18,0,0
62255,4,1,0,0,0,0,0,0,0,0,0,14
62256,1,1,0,0,0,0,0,0,0,24,26,0
62256,2,1,0,0,16,0,0,0,0,5,9,9
62257,0,1,0,0,0,0,0,25,0,0,0,0
62257,1,1,0,0,0,0,0,0,0,0,0,0
62257,2,1,0,0,0,0,0,0,0,0,0,0
62258,0,1,26,0,17,7,0,0,0,29,29,0
62258,1,1,0,0,0,0,0,0,0,0,0,0
62259,1,1,0,0,0,0,0,0,0,0,0,0
62259,2,1,0,0,0,0,0,0,0,0,0,0
62260,1,1,0,32,0,11,0,0,0,14,17,0
62260,2,1,0,0,0,0,0,0,0,0,0,0
62261,1,1,23,0,0,0,0,5,0,0,0,0
62262,1,1,9,4,0,14,28,31,0,16,17,7
62262,2,1,0,0,0,0,0,0,7,0,0,0
62262,3,1,0,0,0,0,0,0,0,0,9,0
62263,1,1,24,21,5,30,17,6,18,4,37,17
62263,2,1,0,0,0,0,0,0,0,0,0,0
62264,1,1,9,11,28,13,10,0,0,0,0,8
62264,2,1,17,12,19,0,25,32,30,56,49,16
62265,0,1,24,24,24,24,24,24,24,24,24,24
62265,1,1,0,18,0,0,0,0,0,0,0,0
62266,1,1,15,15,15,15,15,15,15,15,15,15
62267,1,1,5,5,5,5,5,5,5,5,5,5
62267,2,1,17,0,14,8,14,26,6,16,6,10
62268,1,1,7,9,44,5,14,16,10,10,11,8
62268,2,1,0,0,0,0,0,0,0,16,0,0
62268,3,1,0,0,0,0,0,0,0,0,0,0
62268,4,1,0,0,0,0,0,0,0,0,0,0
62268,5,1,0,0,0,0,0,0,0,0,0,0
62269,1,1,27,27,27,27,27,27,27,27,27,27
62269,2,1,0,0,0,16,0,0,0,0,0,0
62269,3,1,0,0,0,0,0,7,0,0,0,0
62270,1,1,0,0,0,0,0,0,0,0,0,0
62270,2,1,0,0,0,10,0,0,0,0,0,0
62271,1,1,0,0,0,0,15,0,36,0,0,0
62272,1,1,11,20,0,23,0,0,19,0,31,17
62273,1,1,15,15,15,15,15,15,15,15,15,15
62274,1,1,0,0,0,0,0,0,0,0,0,0
62275,1,1,10,10,10,10,10,10,10,10,10,10
62276,0,1,0,0,0,0,0,0,0,0,0,0
62276,1,1,19,19,19,19,19,19,19,19,19,19
62277,1,1,0,0,0,0,0,15,0,0,0,0
62277,2,1,0,0,0,0,0,0,0,0,0,0
62277,3,1,0,0,0,0,0,0,0,0,0,0
62277,4,1,0,0,22,0,0,0,0,0,0,0
62278,1,1,14,14,14,14,14,14,14,14,14,14
62279,0,1,31,31,31,31,31,31,31,31,31,31
62279,0,2,12,42,7,0,10,30,4,25,8,21
62279,1,1,0,0,0,13,0,0,0,0,0,0
62280,1,1,11,18,27,25,0,7,24,12,3,6
62280,2,1,0,0,0,0,0,0,0,0,0,0
62281,0,1,19,0,0,0,0,0,0,6,0,0
62281,1,1,14,14,14,14,14,14,14,14,14,14
62281,2,1,0,0,0,0,0,0,0,0,0,0
62282,1,1,0,0,0,0,0,0,0,10,0,0
62282,2,1,0,0,0,0,0,0,0,0,0,0
62282,3,1,0,0,0,0,0,0,0,0,19,0
62283,1,1,21,21,21,21,21,21,21,21,21,21
62284,1,1,9,9,9,9,9,9,9,9,9,9
62285,1,1,32,13,23,4,35,0,0,20,20,0
62285,2,1,0,0,0,0,3,0,0,0,0,0
62286,1,1,0,0,0,0,0,0,0,0,0,0
62287,1,1,21,21,21,21,21,21,21,21,21,21
62287,2,1,2,2,2,2,2,2,2,2,2,2
62288,1,1,16,8,10,20,25,0,31,17,26,13
62289,1,1,0,0,0,0,0,0,0,0,0,0
62289,2,1,0,0,0,0,0,0,0,0,0,0
62290,1,1,0,0,0,0,0,27,11,0,0,0
62291,0,1,19,0,0,0,0,0,0,17,0,0
62291,1,1,0,17,0,0,0,11,20,0,0,0
62292,0,1,33,28,13,30,3,6,8,21,0,10
62292,1,1,0,0,36,0,6,0,9,0,0,0
62293,0,1,0,0,24,0,27,0,0,0,18,20
62293,1,1,0,0,0,0,0,0,0,0,0,0
62294,0,1,0,0,0,0,0,0,0,0,0,0
62294,1,1,0,0,0,0,0,0,0,0,0,0
62295,1,1,0,0,0,0,0,0,0,0,0,0
62295,2,1,0,0,0,0,0,0,0,0,0,0
62296,1,1,12,12,12,12,12,12,12,12,12,12
62296,2,1,0,0,0,0,0,0,0,0,0,0
62297,1,1,7,0,0,0,0,0,0,0,0,0
62297,2,1,0,0,0,0,0,0,0,0,0,0
62298,1,1,12,0,0,0,0,0,0,0,0,0
62298,2,1,0,0,0,0,0,0,0,0,0,0
62299,0,1,0,0,0,0,0,0,0,0,0,0
62299,1,1,11,0,0,0,0,0,8,0,20,0
62300,0,1,0,0,0,0,0,0,0,0,0,0
62300,1,1,12,0,6,9,16,19,12,16,6,11
62301,1,1,0,0,0,0,0,0,0,0,0,0
62302,1,1,0,16,0,23,6,0,0,0,18,6
62303,1,1,0,0,0,0,0,0,0,0,0,0
62304,0,1,0,0,0,0,0,0,0,0,0,0
62304,1,1,0,0,18,9,0,0,0,15,23,10
62305,1,1,0,0,0,0,0,0,0,0,0,0
62306,1,1,11,0,16,9,0,0,0,0,0,31
62306,2,1,0,0,0,0,0,14,10,0,17,8
62306,3,1,0,0,0,0,0,0,0,0,0,0
62307,1,1,0,0,0,0,0,0,0,0,0,0
62308,1,1,0,0,0,0,0,0,0,0,0,0
62308,2,1,0,0,0,0,0,0,0,0,0,0
62309,1,1,0,0,0,0,0,20,14,0,0,0
62310,0,1,0,0,0,14,0,0,0,0,0,31
62310,1,1,0,0,0,0,0,0,0,0,0,0
62311,1,1,0,0,0,20,0,0,0,15,0,0
62311,2,1,0,0,0,0,0,0,0,0,0,0
62312,0,1,0,0,0,0,0,0,0,0,0,0
62312,1,1,0,0,0,27,0,24,0,0,0,0
62313,1,1,17,0,0,33,0,19,16,0,0,0
62314,1,1,22,11,1,21,12,12,5,11,0,13
62314,2,1,0,0,18,0,0,0,0,0,25,0
62315,0,1,0,0,0,0,0,0,0,0,0,0
62315,1,1,0,0,0,0,0,0,0,0,0,0
62316,1,1,0,12,0,0,9,0,19,0,0,0
62316,2,1,0,0,0,0,0,0,0,0,0,0
62316,3,1,0,0,0,0,0,0,0,0,0,0
62317,1,1,2,2,2,2,2,2,2,2,2,2
62317,2,1,0,0,5,17,0,15,0,9,0,0
62318,0,1,15,4,26,16,15,14,42,7,4,35
62318,1,1,8,18,10,13,11,16,10,8,12,8
62319,1,1,19,19,19,19,19,19,19,19,19,19
62320,1,1,0,0,0,3,0,15,0,0,20,33
62321,1,1,0,0,0,0,0,0,0,0,0,0
62321,2,1,0,0,0,0,0,10,0,0,0,0
62322,1,1,0,25,13,0,0,9,0,19,27,0
62322,2,1,0,0,0,22,14,0,17,0,0,0
62323,0,1,9,22,5,25,10,33,33,21,19,16
62323,1,1,0,0,0,0,0,0,0,0,0,0
62324,1,1,14,30,12,26,17,14,24,16,24,27
62324,2,1,0,0,0,0,0,0,0,0,0,0
62324,3,1,0,0,0,0,0,0,0,0,0,0
62325,1,1,25,25,25,25,25,25,25,25,25,25
62325,2,1,0,0,0,0,0,0,0,0,0,0
62326,0,1,12,12,12,12,12,12,12,12,12,12
62326,1,1,6,15,13,28,13,12,14,17,13,10
62327,1,1,0,0,0,0,0,0,0,0,0,0
62328,1,1,0,0,16,4,8,0,0,0,0,28
62329,1,1,13,17,6,15,14,10,10,24,0,9
62329,2,1,32,26,0,0,0,14,0,27,6,0
62330,0,1,0,0,0,0,0,0,0,0,0,0
62330,1,1,12,24,0,0,0,0,0,0,0,0
62330,2,1,0,0,0,0,0,0,0,0,0,0
62331,1,1,0,0,0,0,0,0,18,16,0,0
62332,0,1,0,0,0,0,0,0,0,0,0,0
62332,1,1,0,0,0,14,0,0,12,20,17,0
62333,1,1,0,0,0,0,0,0,0,0,0,0
62333,2,1,0,0,0,0,0,0,0,13,0,0
62333,3,1,0,0,0,0,0,0,0,0,0,0
62334,1,1,0,0,0,0,0,0,0,0,0,0
62335,1,1,0,0,0,0,0,0,0,0,0,0
62335,2,1,0,0,0,0,0,0,0,0,0,0
62336,1,1,0,0,0,0,0,0,0,0,0,0
62336,2,1,0,0,0,0,0,0,0,0,0,0
62337,1,1,11,11,11,11,11,11,11,11,11,11
62338,0,1,18,0,16,0,0,0,32,21,16,16
62338,1,1,36,3,16,12,5,17,19,8,19,18
62339,0,1,0,0,0,0,0,0,0,0,0,0
62339,1,1,0,9,0,0,11,0,20,0,0,0
62339,2,1,0,0,0,0,0,0,0,0,0,0
62340,1,1,18,0,0,0,0,0,0,17,0,15
62340,2,1,0,0,0,0,0,0,0,0,0,0
62340,3,1,0,0,0,0,0,9,0,0,0,0
62340,4,1,0,13,0,0,0,0,6,0,0,9
62341,1,1,17,0,0,0,0,29,0,0,14,28
62341,2,1,0,0,0,0,0,2,0,0,0,0
62342,1,1,0,0,0,0,0,0,0,0,0,0
62342,2,1,0,0,0,0,0,0,0,0,0,0
62343,1,1,0,0,0,0,0,0,0,0,0,0
62344,1,1,17,17,17,17,17,17,17,17,17,17
62345,1,1,41,0,0,0,0,0,0,0,0,0
62346,1,1,7,0,0,0,0,0,0,0,0,0
62347,1,1,0,0,0,0,0,0,0,0,0,0
62348,0,1,0,13,0,0,0,19,12,0,13,16
62348,1,1,0,0,0,0,0,4,0,0,0,21
62349,1,1,25,0,0,0,0,0,0,0,8,0
62349,2,1,0,0,14,0,0,0,0,0,0,0
62350,1,1,23,23,23,23,23,23,23,23,23,23
62350,2,1,0,0,0,0,0,0,0,0,0,0
62351,1,1,27,0,17,34,0,34,15,19,28,17
62351,2,1,15,17,0,0,4,0,0,0,15,0
62352,1,1,10,10,10,10,10,10,10,10,10,10
62353,1,1,0,0,0,0,0,0,20,39,0,0
62353,2,1,0,0,0,0,0,0,0,0,0,0
62354,0,1,29,14,9,16,15,11,38,8,13,0
62354,1,1,0,6,0,0,0,0,0,0,0,0
62355,0,1,0,0,0,0,0,0,0,0,0,0
62355,1,1,0,0,0,7,0,0,0,0,0,0
62356,1,1,0,0,0,23,0,0,0,0,0,0
62356,2,1,25,0,0,0,0,0,0,0,0,0
62357,1,1,0,0,0,0,0,0,0,0,0,0
62357,2,1,7,0,4,0,0,0,0,0,0,24
62357,3,1,0,0,0,0,0,0,0,0,0,0
62358,1,1,0,0,0,0,0,0,0,0,0,0
62359,1,1,0,0,33,0,0,0,0,0,0,8
62359,2,1,0,0,0,0,0,0,0,0,0,0
62359,3,1,0,0,0,0,0,0,0,0,0,0
62360,1,1,15,15,15,15,15,15,15,15,15,15
62361,1,1,0,0,0,0,0,0,0,0,0,0
62361,2,1,0,0,0,0,0,0,0,0,0,0
62362,1,1,0,7,29,30,23,16,14,15,14,23
62363,1,1,0,0,0,0,0,16,0,0,0,0
62364,0,1,0,0,0,0,0,0,0,0,0,0
62364,1,1,0,0,0,0,0,0,0,0,0,0
62365,0,1,27,27,27,27,27,27,27,27,27,27
62365,1,1,0,0,0,0,0,0,17,0,14,0
62366,1,1,0,0,0,0,0,0,0,0,0,0
62366,2,1,20,0,15,10,28,0,0,0,0,0
62367,1,1,0,9,0,0,0,0,12,0,12,0
62368,0,1,0,0,0,0,0,27,0,14,0,0
62368,1,1,12,12,12,12,12,12,12,12,12,12
62369,1,1,0,0,0,0,0,0,0,0,0,0
62369,2,1,0,0,0,0,0,0,0,0,0,0
62370,1,1,15,15,15,15,15,15,15,15,15,15
62371,1,1,0,0,0,0,0,0,0,0,0,0
62371,2,1,0,0,0,0,0,0,0,37,0,21
62372,1,1,11,0,17,18,28,13,17,0,7,11
62372,2,1,0,0,0,0,0,0,25,15,6,0
62372,3,1,0,0,0,0,0,0,0,0,0,30
62373,0,1,0,0,16,0,0,0,0,0,0,0
62373,1,1,0,0,16,0,0,17,21,0,0,0
62374,1,1,0,0,0,0,0,0,0,0,0,0
62375,0,1,0,0,0,0,0,0,0,0,0,0
62375,1,1,3,19,0,0,0,0,0,0,17,14
62376,1,1,20,19,5,18,14,51,30,19,9,18
62378,0,1,0,6,0,0,0,5,20,14,11,0
62378,0,2,0,0,0,18,3,0,34,0,0,0
62378,1,1,27,0,0,16,0,3,11,18,0,23
62379,0,1,0,0,0,0,0,0,0,0,0,0
62379,1,1,0,0,0,0,0,0,0,0,6,0
62380,0,1,0,0,0,0,0,0,0,0,0,0
62380,1,1,0,0,10,0,0,0,0,0,0,0
62381,0,1,2,2,2,2,2,2,2,2,2,2
62381,1,1,0,0,0,0,0,0,0,0,28,0
62382,1,1,24,24,24,24,24,24,24,24,24,24
62382,2,1,0,0,0,0,13,0,0,0,0,9
62383,0,1,31,0,8,0,10,0,0,0,0,0
62383,1,1,0,0,0,0,0,0,0,0,0,0
62384,0,1,0,0,0,0,0,0,0,0,0,0
62384,1,1,0,0,0,0,0,0,0,0,0,0
62384,2,1,0,0,0,0,0,0,0,0,0,0
62385,0,1,0,0,0,0,0,0,0,0,0,0
62385,1,1,0,0,0,0,0,0,0,0,0,0
62386,0,1,23,23,23,23,23,23,23,23,23,23
62386,1,1,18,17,38,0,31,6,6,11,10,9
62387,0,1,0,0,0,0,0,0,0,0,0,0
62387,1,1,26,26,26,26,26,26,26,26,26,26
62388,1,1,30,0,21,16,0,12,0,0,0,0
62389,1,1,43,20,0,28,0,0,0,20,0,0
62390,1,1,30,22,23,0,0,23,0,15,0,30
62391,1,1,0,0,0,0,0,0,0,0,0,0
62391,2,1,0,19,0,0,18,11,0,0,0,0
62392,0,1,0,0,0,0,9,7,0,19,22,0
62392,1,1,0,0,0,18,0,0,0,0,0,0
62393,1,1,22,17,17,30,26,9,0,12,12,22
62394,1,1,24,0,20,0,0,8,0,10,0,0
62395,1,1,0,0,0,0,0,0,0,0,0,0
62395,2,1,13,13,13,13,13,13,13,13,13,13
62396,0,1,0,0,0,0,22,0,0,0,0,0
62396,1,1,0,0,0,0,0,0,0,0,0,0
62397,0,1,0,0,26,0,0,0,0,0,0,0
62397,1,1,19,0,0,0,0,0,16,7,0,0
62399,1,1,13,11,6,7,0,24,0,11,18,0
62399,2,1,0,0,0,0,0,0,0,8,0,25
62400,0,1,25,25,25,25,25,25,25,25,25,25
62400,1,1,0,0,0,0,0,0,0,0,0,0
62401,0,1,13,30,44,18,30,20,7,25,24,39
62401,1,1,0,8,0,14,0,0,0,0,0,0
62402,1,1,25,0,15,0,9,24,0,0,22,6
62403,1,1,0,0,12,16,0,0,12,27,20,0
62403,2,1,0,0,0,0,0,0,0,5,0,0
62404,1,1,0,0,0,0,0,0,0,0,0,0
62404,2,1,0,0,0,0,0,0,30,0,0,0
62405,1,1,14,14,14,14,14,14,14,14,14,14
62406,0,1,0,0,0,0,0,21,12,0,0,16
62406,1,1,0,9,11,0,0,0,0,0,3,10
62407,1,1,0,0,0,32,35,15,5,43,0,7
62408,0,1,0,37,0,0,0,0,0,28,0,0
62408,0,2,0,0,0,0,0,0,0,0,0,0
62408,1,1,0,0,0,0,0,14,0,0,0,21
62409,1,1,21,17,10,0,20,19,22,38,17,8
62409,2,1,0,0,0,0,0,0,0,0,0,0
62409,3,1,0,0,0,0,0,0,0,0,0,0
62410,1,1,9,0,16,6,12,2,0,2,19,11
62410,2,1,20,0,0,17,0,20,0,22,19,0
62411,1,1,18,18,18,18,18,18,18,18,18,18
62412,0,1,0,0,0,0,0,0,0,0,0,0
62412,1,1,0,0,0,75,14,0,0,21,0,0
62413,1,1,0,0,0,0,0,0,0,0,0,0
62413,2,1,0,0,0,0,0,0,0,0,0,0
62414,0,1,0,0,0,0,0,22,0,16,0,0
62414,1,1,0,8,0,0,0,0,0,20,0,0
62415,1,1,24,11,18,7,19,12,15,22,13,21
62415,2,1,15,0,0,0,25,16,22,12,24,0
62416,1,1,0,0,0,0,0,0,0,0,0,0
62417,0,1,0,0,13,11,42,0,0,0,0,0
62417,1,1,0,25,0,4,0,0,8,0,0,0
62418,1,1,21,21,21,21,21,21,21,21,21,21
62419,1,1,0,0,0,19,0,0,0,0,0,0
62419,2,1,0,0,0,0,0,0,0,0,0,0
62420,0,1,0,0,6,0,0,16,0,16,0,0
62420,1,1,0,0,0,0,14,0,0,0,0,0
62420,2,1,27,0,21,7,0,0,0,0,0,0
62421,1,1,20,20,20,20,20,20,20,20,20,20
62421,2,1,0,0,18,0,0,0,0,0,0,0
62422,0,1,0,17,24,0,0,0,0,0,0,0
62422,1,1,0,0,0,0,0,0,0,0,0,0
62423,1,1,0,0,0,0,0,0,0,0,0,0
62423,2,1,0,0,0,0,0,0,10,0,4,0
62424,1,1,0,0,0,0,0,2,0,0,0,0
62424,2,1,0,0,0,0,0,0,0,0,36,0
62425,1,1,12,22,6,11,8,13,3,0,21,13
62425,2,1,0,12,39,17,0,17,0,26,19,10
62426,0,1,20,0,0,0,0,0,10,0,0,10
62426,1,1,0,0,0,0,0,0,0,0,0,0
62427,0,1,15,13,0,0,0,25,5,0,0,0
62427,1,1,0,0,0,5,0,0,0,0,0,19
62428,1,1,5,5,5,5,5,5,5,5,5,5
62429,0,1,0,0,0,0,0,0,0,0,0,0
62429,1,1,0,0,13,0,0,0,0,0,0,0
62430,1,1,0,0,0,0,0,13,0,0,0,0
62430,2,1,0,0,0,0,0,0,0,0,0,0
62431,0,1,0,0,0,11,0,0,48,24,61,0
62431,1,1,0,0,0,0,0,0,0,0,0,0
62432,0,1,19,17,0,21,22,16,26,29,12,16
62432,1,1,0,0,0,0,0,0,0,16,0,16
62433,0,1,0,0,0,0,0,0,0,0,0,0
62433,1,1,0,0,0,0,0,0,0,0,0,0
62434,1,1,14,22,15,7,20,0,37,0,20,18
62435,0,1,16,25,15,19,21,0,0,13,0,0
62435,1,1,0,0,0,15,0,0,0,0,0,0
62436,1,1,29,29,29,29,29,29,29,29,29,29
62437,1,1,20,20,20,20,20,20,20,20,20,20
62438,0,1,0,0,0,0,0,0,0,0,0,0
62438,1,1,15,24,15,0,34,11,0,0,5,12
62439,0,1,0,0,0,10,14,5,0,0,0,23
62439,1,1,0,0,0,0,0,0,0,0,0,0
62440,1,1,0,26,29,12,36,11,21,0,10,18
62440,2,1,0,0,0,0,0,0,0,0,0,0
62441,0,1,0,0,0,0,0,0,0,0,0,0
62441,1,1,0,0,0,0,0,0,0,0,0,0
62442,1,1,17,32,22,31,0,0,0,9,14,19
62443,1,1,23,4,0,28,14,3,24,14,13,8
62443,2,1,0,0,0,0,0,11,0,0,0,0
62444,0,1,0,0,0,0,0,0,0,0,0,0
62444,1,1,0,0,0,0,0,0,0,0,0,0
62445,1,1,16,20,11,2,22,17,14,21,24,13
62446,1,1,16,17,17,7,18,9,14,20,13,4
62447,1,1,0,0,0,0,0,0,0,0,0,0
62447,2,1,0,0,0,0,0,0,0,0,0,0
62447,3,1,0,0,0,0,0,0,0,0,0,0
62448,0,1,0,38,13,0,0,0,20,0,13,35
62448,1,1,0,0,0,0,19,0,0,0,0,0
62449,0,1,0,30,0,46,11,0,0,0,0,0
62449,1,1,0,0,0,0,0,0,0,0,12,0
62450,0,1,0,0,0,37,0,0,23,0,0,0
62450,1,1,0,13,0,0,0,0,0,0,17,0
62451,0,1,0,0,0,0,0,0,0,0,22,24
62451,1,1,13,13,14,20,12,0,4,13,5,16
62452,0,1,35,0,0,0,0,0,9,8,20,0
62452,1,1,0,0,0,0,0,0,0,0,0,0
62453,1,1,0,0,0,0,0,0,0,0,0,0
62453,2,1,0,0,0,0,0,0,0,0,0,0
62453,3,1,0,0,0,0,0,0,0,0,0,0
62454,1,1,12,6,19,21,21,24,14,0,10,12
62455,0,1,0,0,0,0,22,15,0,41,0,0
62455,1,1,0,0,0,0,0,0,11,0,0,11
62456,1,1,33,0,0,0,25,0,0,0,15,0
62457,1,1,0,0,18,0,0,12,0,19,0,3
62457,2,1,0,0,0,5,0,0,15,0,0,0
62458,0,1,29,0,19,0,0,0,12,30,0,0
62458,0,2,0,0,22,0,14,8,23,0,0,31
62458,1,1,6,6,6,6,6,6,6,6,6,6
62459,1,1,0,0,0,0,0,0,0,0,0,0
62460,0,1,0,0,4,0,22,39,0,22,0,20
62460,1,1,0,0,0,0,0,0,29,0,0,4
62461,1,1,0,22,0,18,17,0,0,0,0,0
62461,2,1,0,0,0,0,0,0,0,0,0,0
62461,3,1,0,0,0,0,0,0,0,0,10,0
62462,0,1,13,0,0,0,0,0,25,0,18,0
62462,1,1,0,0,0,0,0,0,0,0,0,0
62463,1,1,16,16,16,16,16,16,16,16,16,16
62464,1,1,1,1,1,1,1,1,1,1,1,1
62465,0,1,22,22,22,22,22,22,22,22,22,22
62465,0,2,29,38,31,0,0,0,0,0,0,39
62465,1,1,0,0,0,0,0,0,0,0,0,0
62466,1,1,13,13,13,13,13,13,13,13,13,13
62467,0,1,0,0,10,18,0,48,0,31,0,0
62467,1,1,0,0,0,0,0,4,0,0,0,0
62468,1,1,0,0,13,0,0,0,0,11,0,0
62469,1,1,0,0,0,0,0,0,0,0,0,0
62470,0,1,10,0,32,0,0,0,0,0,0,21
62470,1,1,15,13,0,0,0,0,0,0,14,0
62471,1,1,0,0,0,0,0,0,0,0,0,0
62471,2,1,20,0,0,0,0,0,0,0,0,0
62472,1,1,0,0,0,0,0,0,0,0,0,0
62472,2,1,0,20,0,0,0,0,0,6,0,0
62473,1,1,0,0,0,0,0,0,0,0,2,23
62474,1,1,24,24,24,24,24,24,24,24,24,24
62475,0,1,0,0,0,0,0,28,0,0,0,20
62475,1,1,0,0,0,0,0,0,22,0,0,0
62475,2,1,0,0,0,0,3,0,0,0,0,14
62475,3,1,0,0,0,0,17,0,4,0,0,4
