STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,NMCC,NMCCNAME
45,South Carolina,450093,0,1,0,None Noted
45,South Carolina,450097,0,1,0,None Noted
45,South Carolina,450102,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450102,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450103,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450108,0,1,0,None Noted
45,South Carolina,450113,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450114,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450114,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450115,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450115,0,1,6,"Inattentive (Talking, Eating, Etc.)"
45,South Carolina,450115,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450115,0,2,2,Failure to Yield Right-Of-Way
45,South Carolina,450115,0,2,6,"Inattentive (Talking, Eating, Etc.)"
45,South Carolina,450115,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450120,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450120,0,2,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450124,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450124,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450129,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450135,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450135,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450137,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450137,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450139,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450140,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450143,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450144,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450144,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450149,0,1,0,None Noted
45,South Carolina,450152,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450158,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450158,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450161,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450173,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450174,0,1,0,None Noted
45,South Carolina,450181,0,1,0,None Noted
45,South Carolina,450185,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450185,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450200,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450200,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
45,South Carolina,450200,0,1,11,"Dash - Run, No Visual Obstruction Noted"
45,South Carolina,450200,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450207,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450215,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450217,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450217,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450221,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450221,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450226,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450229,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450229,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450234,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450246,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450246,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450267,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450267,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450271,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450276,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450279,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450288,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450294,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450304,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450307,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450325,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450330,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450330,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
45,South Carolina,450330,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450335,0,1,0,None Noted
45,South Carolina,450338,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450363,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450363,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
45,South Carolina,450363,0,1,6,"Inattentive (Talking, Eating, Etc.)"
45,South Carolina,450366,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450369,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450375,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450389,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450389,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450390,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450390,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450390,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450413,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450413,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450417,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450417,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450437,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450439,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450442,0,1,0,None Noted
45,South Carolina,450443,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450443,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450445,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450457,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450460,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450460,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450461,0,1,0,None Noted
45,South Carolina,450464,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450478,0,1,6,"Inattentive (Talking, Eating, Etc.)"
45,South Carolina,450481,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450481,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
45,South Carolina,450488,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450488,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450489,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450492,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450492,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450497,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450503,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450503,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450507,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450508,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450510,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450510,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450513,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450513,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450515,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450515,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450515,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450516,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450525,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450526,0,1,0,None Noted
45,South Carolina,450530,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450532,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450536,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450550,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450552,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450552,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450554,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450555,0,1,0,None Noted
45,South Carolina,450555,0,2,0,None Noted
45,South Carolina,450556,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450560,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450560,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450580,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450580,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450583,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450583,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450586,0,1,1,Dart-Out - Visual Obstruction Noted
45,South Carolina,450588,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450588,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450588,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450588,0,2,2,Failure to Yield Right-Of-Way
45,South Carolina,450588,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450588,0,2,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450605,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450605,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450613,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450613,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
45,South Carolina,450613,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450615,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450617,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450620,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450621,0,1,0,None Noted
45,South Carolina,450622,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450622,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450628,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450628,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450628,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450634,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450634,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450638,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450638,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450649,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450656,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450656,0,1,13,Failing to Have Lights on When Required
45,South Carolina,450663,0,1,0,None Noted
45,South Carolina,450672,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450672,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450674,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450679,0,1,0,None Noted
45,South Carolina,450683,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450683,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450685,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450686,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450686,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450690,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450697,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450697,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450703,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450706,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450706,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450706,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450708,0,1,0,None Noted
45,South Carolina,450711,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450716,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450716,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450717,0,1,1,Dart-Out - Visual Obstruction Noted
45,South Carolina,450717,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450720,0,1,0,None Noted
45,South Carolina,450724,0,1,0,None Noted
45,South Carolina,450728,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450728,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450729,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450730,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450737,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450737,0,1,6,"Inattentive (Talking, Eating, Etc.)"
45,South Carolina,450737,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450741,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450743,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450743,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450743,0,2,2,Failure to Yield Right-Of-Way
45,South Carolina,450743,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450743,0,3,2,Failure to Yield Right-Of-Way
45,South Carolina,450743,0,3,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450744,0,1,0,None Noted
45,South Carolina,450747,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450747,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450751,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450752,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450752,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450760,0,1,0,None Noted
45,South Carolina,450761,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450761,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450762,0,1,1,Dart-Out - Visual Obstruction Noted
45,South Carolina,450762,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
45,South Carolina,450770,0,1,1,Dart-Out - Visual Obstruction Noted
45,South Carolina,450773,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450779,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450779,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450780,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450780,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450785,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450788,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450805,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450805,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450810,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450810,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450812,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450812,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450822,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450822,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450824,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450824,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450824,0,2,2,Failure to Yield Right-Of-Way
45,South Carolina,450824,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450834,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450836,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450840,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450840,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450845,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450845,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450847,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450847,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450849,0,1,0,None Noted
45,South Carolina,450854,0,1,0,None Noted
45,South Carolina,450867,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450867,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450867,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450870,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450870,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450874,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450881,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450881,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450881,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450885,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450887,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450889,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450893,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450896,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450896,0,2,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450897,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450900,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450904,0,1,1,Dart-Out - Visual Obstruction Noted
45,South Carolina,450904,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450906,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450907,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450908,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450908,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
45,South Carolina,450908,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450911,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450911,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450916,0,1,1,Dart-Out - Visual Obstruction Noted
45,South Carolina,450916,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450918,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450918,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450920,0,1,13,Failing to Have Lights on When Required
45,South Carolina,450922,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450922,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
45,South Carolina,450925,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450925,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450925,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450926,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450931,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450931,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450931,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450933,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450933,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450934,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450934,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450935,0,1,1,Dart-Out - Visual Obstruction Noted
45,South Carolina,450935,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450935,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450943,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450947,0,1,0,None Noted
45,South Carolina,450948,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450952,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450955,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450955,0,1,9,Wrong-Way Riding or Walking
45,South Carolina,450967,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
45,South Carolina,450967,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
45,South Carolina,450977,0,1,1,Dart-Out - Visual Obstruction Noted
45,South Carolina,450978,0,1,2,Failure to Yield Right-Of-Way
45,South Carolina,450978,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
45,South Carolina,450986,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
46,South Dakota,460005,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
46,South Dakota,460011,0,1,0,None Noted
46,South Dakota,460011,0,2,0,None Noted
46,South Dakota,460017,0,1,0,None Noted
46,South Dakota,460040,0,1,2,Failure to Yield Right-Of-Way
46,South Dakota,460040,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
46,South Dakota,460050,0,1,0,None Noted
46,South Dakota,460086,0,1,5,Entering/Exiting Parked or Stopped Vehicle
46,South Dakota,460086,0,1,21,Other (Specify:)
46,South Dakota,460090,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
46,South Dakota,460092,0,1,11,"Dash - Run, No Visual Obstruction Noted"
46,South Dakota,460092,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
46,South Dakota,460092,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
46,South Dakota,460097,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
46,South Dakota,460098,0,1,0,None Noted
46,South Dakota,460098,0,2,0,None Noted
46,South Dakota,460101,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
46,South Dakota,460105,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
46,South Dakota,460116,0,1,0,None Noted
46,South Dakota,460122,0,1,0,None Noted
46,South Dakota,460123,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470005,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470008,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470023,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
47,Tennessee,470023,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
47,Tennessee,470025,0,1,9,Wrong-Way Riding or Walking
47,Tennessee,470031,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470032,0,1,11,"Dash - Run, No Visual Obstruction Noted"
47,Tennessee,470034,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470037,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470040,0,1,11,"Dash - Run, No Visual Obstruction Noted"
47,Tennessee,470041,0,1,11,"Dash - Run, No Visual Obstruction Noted"
47,Tennessee,470058,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470063,0,1,0,None Noted
47,Tennessee,470068,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470068,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
47,Tennessee,470069,0,1,99,Reported as Unknown
47,Tennessee,470072,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470072,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
47,Tennessee,470078,0,1,0,None Noted
47,Tennessee,470081,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470081,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
47,Tennessee,470081,0,1,9,Wrong-Way Riding or Walking
47,Tennessee,470094,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470098,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
47,Tennessee,470099,0,1,0,None Noted
47,Tennessee,470100,0,1,11,"Dash - Run, No Visual Obstruction Noted"
47,Tennessee,470115,0,1,11,"Dash - Run, No Visual Obstruction Noted"
47,Tennessee,470131,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470134,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470139,0,1,1,Dart-Out - Visual Obstruction Noted
47,Tennessee,470139,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470139,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
47,Tennessee,470139,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
47,Tennessee,470140,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470140,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
47,Tennessee,470143,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470146,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470146,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
47,Tennessee,470150,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470152,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470152,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
47,Tennessee,470153,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470160,0,1,2,Failure to Yield Right-Of-Way
47,Tennessee,470160,0,1,11,"Dash - Run, No Visual Obstruction Noted"
