ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10469,0,0,0,0,0,0,0,0,0,0
10470,0,0,0,0,0,0,0,0,0,14
10471,0,0,0,0,0,0,0,0,0,0
10472,0,0,0,0,0,0,0,15,0,0
10473,0,0,0,0,0,0,0,0,0,0
10474,0,0,0,0,16,19,0,0,0,0
10475,0,0,0,0,0,0,0,0,0,0
10476,14,14,14,14,14,14,14,14,14,14
10477,0,0,0,0,0,0,0,0,0,0
10478,0,0,0,0,0,0,0,0,0,0
10479,0,0,0,0,0,0,0,0,0,0
10480,0,0,0,0,0,0,0,0,0,0
10481,2,2,2,2,2,2,2,2,2,2
10482,0,0,0,0,0,0,0,0,0,0
10483,19,23,0,0,7,35,24,24,14,0
10484,11,11,11,11,11,11,11,11,11,11
10485,13,13,13,13,13,13,13,13,13,13
10486,0,0,0,0,0,0,0,0,0,0
10487,0,0,25,0,29,20,0,32,13,0
10488,0,0,0,0,0,0,0,14,9,19
10489,14,0,0,0,4,0,9,25,18,0
10490,0,15,25,18,0,0,0,11,26,25
10491,0,0,0,0,0,0,11,0,0,0
10492,4,4,4,4,4,4,4,4,4,4
10493,0,0,0,0,0,0,0,0,0,0
10494,0,0,0,0,0,0,0,0,0,0
10495,0,0,14,13,0,0,0,0,6,0
10496,0,0,0,0,0,0,0,0,0,0
10497,0,0,0,0,0,0,0,0,0,0
10498,27,27,27,27,27,27,27,27,27,27
10499,11,11,11,11,11,11,11,11,11,11
10500,5,5,5,5,5,5,5,5,5,5
10501,0,0,0,0,0,0,0,8,0,0
10502,11,11,11,11,11,11,11,11,11,11
10503,0,0,13,0,0,0,0,0,0,0
10504,15,15,15,15,15,15,15,15,15,15
10505,0,0,0,0,0,0,0,0,0,0
10506,15,15,15,15,15,15,15,15,15,15
10507,0,0,0,0,0,0,0,0,0,0
10508,0,0,0,0,0,0,0,0,0,0
10509,6,6,6,6,6,6,6,6,6,6
10510,0,0,0,26,0,13,0,0,14,10
10511,0,0,0,0,0,21,0,0,0,0
10512,0,25,0,0,0,17,19,0,0,0
10513,0,0,0,0,0,0,0,0,0,0
10514,0,18,0,0,0,0,0,0,0,0
10515,0,0,0,0,0,0,0,0,0,0
10516,0,0,0,0,0,0,0,0,0,0
10517,16,11,18,18,31,7,20,4,5,25
10518,0,0,0,7,0,0,0,0,0,11
10519,6,6,6,6,6,6,6,6,6,6
10520,3,3,3,3,3,3,3,3,3,3
10521,12,12,12,12,12,12,12,12,12,12
10522,35,35,35,35,35,35,35,35,35,35
10523,10,10,10,10,10,10,10,10,10,10
10524,16,16,16,16,16,16,16,16,16,16
10525,0,0,0,0,0,0,0,0,0,0
10527,0,13,0,0,0,0,0,0,0,0
10528,25,0,0,0,0,0,0,0,0,0
10529,0,9,0,0,0,4,0,0,0,0
10530,0,0,22,0,16,0,0,0,0,0
10531,39,39,39,39,39,39,39,39,39,39
10532,0,0,0,0,0,0,0,0,0,0
10533,30,25,38,25,0,14,13,25,10,0
10534,0,0,0,0,0,0,0,0,0,0
10535,16,16,16,16,16,16,16,16,16,16
10536,19,19,19,19,19,19,19,19,19,19
10537,22,22,22,22,22,22,22,22,22,22
10538,25,25,25,25,25,25,25,25,25,25
10539,16,5,20,0,0,14,0,6,0,0
10540,0,0,0,0,0,0,0,0,0,0
10541,0,0,0,0,0,0,0,0,0,0
10542,0,0,0,0,0,0,0,0,0,0
10543,0,0,0,0,0,0,0,0,0,0
10544,0,0,0,0,0,0,0,0,0,0
10545,0,0,0,0,0,0,0,0,0,0
10546,0,0,0,0,0,0,0,0,0,0
10547,0,0,0,9,0,0,0,0,0,0
10548,0,0,0,0,0,0,0,0,0,0
10549,8,8,8,8,8,8,8,8,8,8
10550,4,4,4,4,4,4,4,4,4,4
10551,18,0,31,0,0,11,0,0,0,0
10552,0,0,0,0,0,0,0,0,0,0
10553,27,27,27,27,27,27,27,27,27,27
10554,5,5,5,5,5,5,5,5,5,9
10555,0,0,0,0,0,0,0,0,0,0
10556,0,0,0,0,0,0,0,0,0,0
10557,0,0,0,0,0,0,0,0,0,0
10558,0,7,0,0,0,0,0,0,0,0
10559,0,0,0,0,0,0,0,0,0,0
10560,0,0,0,0,0,0,0,0,0,0
10561,0,0,0,0,0,0,0,0,0,0
10562,12,12,12,12,12,12,12,12,12,12
10563,12,12,12,12,12,12,12,12,12,12
10564,0,0,0,0,0,0,0,0,0,0
10565,0,9,0,0,0,0,15,0,19,0
10566,0,0,0,0,0,0,0,0,0,0
10567,14,14,14,14,14,14,14,14,14,14
10568,0,0,0,0,0,0,0,0,0,0
10569,0,0,0,0,0,0,0,0,0,0
10570,11,11,11,11,11,11,11,11,11,11
10571,0,0,0,0,0,0,0,0,0,0
10572,0,0,0,0,0,0,0,0,0,0
10573,0,0,0,0,0,16,0,0,0,0
10574,32,32,32,32,32,32,32,32,32,32
10575,26,26,26,26,26,26,26,26,26,26
10576,0,0,0,0,0,0,0,0,0,0
10577,0,0,0,0,0,0,0,0,0,0
10578,0,0,6,24,0,16,0,25,31,22
10579,9,23,6,19,18,20,6,16,18,18
10580,0,0,0,0,0,0,0,0,0,0
10581,15,7,7,7,7,7,7,7,7,7
10582,0,0,0,0,0,0,0,0,0,0
10583,0,25,19,0,0,12,0,0,0,0
10584,32,32,32,32,32,32,32,32,32,32
10585,10,10,11,10,10,10,10,21,10,10
10586,19,0,0,0,0,0,0,0,0,21
10587,0,14,2,16,26,13,0,0,28,22
10589,0,0,0,0,0,0,0,0,0,0
10590,10,0,0,0,0,0,0,0,0,0
10591,0,0,0,0,0,0,0,0,0,0
10592,0,0,0,20,0,0,0,0,0,0
10593,21,21,21,21,21,21,21,21,21,21
10594,8,8,8,19,8,20,8,8,8,8
10595,0,0,0,0,0,0,0,0,0,15
10596,0,0,0,11,0,0,0,0,14,0
10597,0,0,0,0,0,0,14,0,0,0
10598,0,0,6,0,0,0,0,0,0,0
10599,0,0,0,14,20,0,0,21,0,0
10600,0,0,0,0,0,0,0,0,0,23
10601,0,0,0,0,0,0,0,0,0,0
10602,28,28,28,28,28,28,28,28,28,28
10603,22,0,0,0,0,0,0,0,0,0
10604,0,0,0,0,0,0,0,0,0,0
10605,0,0,0,0,0,0,0,0,0,0
10606,4,4,4,4,4,4,4,4,4,4
10607,5,5,5,5,5,5,5,5,5,5
10608,0,0,0,0,0,0,0,0,0,0
10609,0,0,0,0,0,0,0,0,0,0
10610,0,0,0,0,0,0,0,0,0,0
10611,0,0,0,0,0,0,0,0,0,0
10612,0,0,0,0,0,0,0,0,0,0
10614,0,13,0,0,0,0,0,0,0,0
10615,0,0,0,0,0,0,0,0,0,0
10616,0,20,0,20,26,7,9,0,0,0
10617,0,0,0,0,0,0,0,0,0,0
10618,8,8,8,8,8,8,8,8,8,8
10619,0,0,0,19,0,0,0,0,10,13
10620,11,11,11,11,11,11,11,11,11,11
10621,0,0,0,0,0,0,0,0,0,0
10622,0,0,0,0,0,0,0,0,0,0
10623,0,0,0,0,0,0,0,0,0,0
10624,27,0,0,27,18,24,0,0,0,21
10625,27,27,27,27,27,27,27,27,27,27
10626,0,0,0,0,0,0,0,19,0,0
10627,0,0,9,0,0,25,36,0,0,16
10628,20,20,20,20,20,20,20,20,20,20
10629,0,0,0,0,0,0,0,0,0,0
10630,16,16,16,16,16,16,16,16,16,16
10631,0,0,0,0,0,0,0,0,0,0
10632,0,0,0,0,0,0,0,0,0,0
10633,46,0,0,0,0,12,18,0,27,0
10634,12,12,12,12,12,12,12,12,12,12
10635,0,7,32,9,30,11,18,20,32,0
10636,25,14,47,29,12,28,21,21,20,19
10637,10,17,10,17,25,14,0,8,0,0
10638,11,0,0,0,19,0,16,16,15,0
10639,0,0,0,0,0,0,0,0,0,0
10640,0,0,0,0,0,0,0,0,0,0
10641,0,0,0,0,0,0,0,0,0,0
10642,0,0,0,0,0,0,0,0,0,0
10643,38,0,8,0,0,0,21,11,20,0
10644,0,0,0,0,0,0,0,0,0,0
10645,30,12,0,7,0,0,0,32,15,31
10646,0,0,0,0,0,0,0,27,0,0
10647,0,0,0,0,0,0,0,0,0,0
10648,4,0,0,0,0,0,0,1,19,0
10649,0,0,0,0,0,0,0,0,0,0
10650,0,0,0,9,25,0,0,12,24,0
10651,0,0,0,0,0,0,0,0,0,0
10652,0,0,0,0,0,0,0,0,0,0
10653,0,0,23,31,30,0,0,28,28,18
10654,42,0,13,0,0,0,0,10,8,0
10655,0,15,14,35,0,3,0,28,23,0
10656,0,0,2,0,0,0,28,6,0,0
10657,0,0,0,0,0,0,0,0,0,0
10658,0,0,0,0,0,0,0,0,0,0
10659,0,0,0,0,0,0,13,0,0,0
10660,0,0,0,0,0,0,0,0,0,0
10661,0,0,0,0,0,0,0,0,0,0
10662,0,0,0,0,0,0,0,0,0,0
10663,0,0,0,0,0,0,0,0,0,0
10664,0,0,0,0,0,0,0,0,0,0
10665,22,22,22,27,22,22,22,22,22,22
10666,0,0,0,0,0,0,0,0,0,0
10667,25,8,0,0,0,0,0,13,0,0
10668,0,0,0,0,0,0,0,0,0,0
10669,0,0,0,0,0,0,0,0,0,0
10670,0,0,0,0,0,0,0,0,0,0
10671,0,0,0,0,0,0,0,0,0,0
10672,14,11,0,0,0,0,31,0,0,0
10673,0,0,0,0,0,0,0,0,0,0
10674,0,0,0,0,0,0,0,0,0,0
10675,0,0,0,28,0,0,8,37,0,23
10676,0,0,0,0,0,0,4,0,0,0
10677,10,15,0,35,0,0,0,0,15,19
10678,0,0,0,0,0,0,0,0,16,0
10679,0,0,0,0,0,0,0,0,0,0
10680,0,0,0,0,0,0,0,32,0,0
10681,0,0,28,4,0,0,0,0,0,0
10682,1,1,1,1,1,1,1,1,1,1
10683,0,0,0,7,12,0,0,0,0,0
10684,32,0,0,16,0,15,0,0,12,0
10685,0,0,0,0,0,0,0,0,6,0
10686,0,0,0,0,0,0,0,0,0,0
10687,0,0,0,0,0,0,27,0,7,17
10688,16,30,0,9,0,19,0,4,0,21
10689,28,10,10,10,10,10,17,10,10,10
10690,23,23,23,23,23,23,23,23,23,23
10691,20,20,20,20,20,20,20,20,20,20
10692,0,0,0,0,0,0,0,0,0,0
10693,0,0,0,0,0,0,0,0,0,0
10694,0,0,0,0,0,0,0,0,0,0
10695,0,0,0,0,24,0,0,0,11,0
10696,0,0,0,0,0,0,10,0,0,0
10697,5,21,12,21,8,0,0,0,11,25
10698,0,0,0,0,0,0,0,0,0,0
10699,0,0,0,0,0,0,0,0,30,0
10700,0,0,0,0,0,0,0,0,0,0
10701,0,0,0,0,0,0,0,0,0,0
10702,0,0,0,0,0,0,0,0,0,0
10703,0,0,0,0,0,0,0,0,0,0
10704,2,2,2,2,2,2,2,2,2,2
10705,22,22,22,22,22,22,22,22,22,22
10706,20,22,24,16,0,0,12,0,13,18
10708,3,0,0,0,0,0,0,0,0,0
10709,22,22,22,22,22,22,22,22,22,22
10710,0,0,0,0,0,0,0,0,0,0
10711,0,0,0,0,0,0,0,0,0,0
10712,0,0,0,0,0,0,0,0,0,0
10713,0,0,0,0,0,0,0,0,0,0
10714,0,0,0,0,19,16,0,25,0,0
10715,0,0,0,0,0,0,0,0,0,0
10716,0,6,0,0,0,0,0,0,0,0
10717,22,22,22,22,22,22,22,22,22,22
10718,17,28,0,12,39,14,0,25,0,32
10719,20,20,20,20,20,20,20,20,20,20
10720,0,0,0,0,0,0,0,0,0,0
10721,25,25,25,25,25,25,25,25,25,25
10722,27,22,47,9,18,0,29,10,31,12
10723,0,0,0,0,0,0,0,0,0,0
10724,33,33,33,33,33,33,33,33,33,33
10725,8,8,8,8,8,8,8,8,8,8
10726,0,0,0,0,0,0,0,0,0,0
10727,27,27,27,27,27,27,27,27,27,27
10728,0,0,0,0,0,0,0,0,0,0
10729,3,0,0,0,0,0,0,0,0,0
10730,19,0,0,0,0,0,0,0,0,0
10731,32,32,32,32,32,32,32,32,32,32
10732,0,0,19,0,0,0,0,0,0,0
10733,11,11,11,11,11,11,11,11,11,11
10734,0,0,0,0,0,0,0,0,0,11
10735,0,19,0,0,8,0,0,12,0,0
10736,20,20,20,20,20,20,20,20,20,20
10738,0,0,0,0,0,0,0,0,0,0
10739,0,0,20,0,0,0,0,0,0,0
10740,25,25,25,25,25,25,25,25,25,25
10741,0,0,0,0,0,0,0,0,0,0
10742,28,28,28,28,28,28,28,28,28,28
10743,0,0,0,0,0,0,0,0,0,0
10744,21,21,21,21,21,21,21,21,21,21
10745,0,0,0,0,0,0,0,0,0,15
10746,0,0,3,0,0,0,0,0,0,0
10747,8,0,0,0,0,0,18,24,0,0
10748,0,0,0,0,0,0,0,0,0,0
10749,0,0,0,0,0,0,0,0,0,0
10750,0,0,0,0,27,0,29,0,0,14
10751,11,11,11,11,11,11,11,11,11,11
10752,0,0,0,0,0,0,0,0,0,0
10753,0,0,17,0,0,0,0,0,0,0
10754,0,0,0,0,0,22,0,0,0,0
10755,0,0,0,0,0,0,0,0,0,0
10756,0,25,7,15,0,17,0,0,0,0
10757,0,0,0,0,0,0,0,0,0,0
10758,0,24,11,18,0,0,10,0,8,31
10759,2,2,2,2,2,2,2,2,2,2
10761,0,0,0,0,0,0,0,0,0,0
10762,18,18,18,18,18,18,18,18,18,18
10763,9,0,7,0,0,0,0,0,21,0
10764,0,0,0,0,0,0,0,0,0,0
10765,0,0,0,0,0,0,0,0,0,0
10766,20,0,0,0,0,0,3,15,23,0
10767,0,0,0,0,0,0,0,0,0,0
10768,0,0,0,0,0,0,19,0,0,0
10769,15,15,15,15,15,15,15,15,15,15
10770,0,0,0,0,0,0,0,0,0,0
10771,6,6,6,6,6,6,6,6,6,6
10772,0,0,24,9,0,0,0,0,19,0
10773,0,0,0,0,0,0,0,0,0,0
10774,18,18,18,18,18,18,18,18,18,18
10775,26,26,26,26,26,26,26,26,26,26
10776,11,11,11,11,11,11,11,11,11,11
10777,0,0,0,0,0,0,0,0,0,0
10778,16,0,7,19,0,11,16,13,15,0
10779,0,0,0,0,0,0,0,0,0,0
10780,27,27,27,27,27,27,27,27,27,27
10781,42,11,11,11,11,11,11,11,16,11
10782,0,11,7,0,0,27,14,6,21,12
10783,15,15,15,15,15,15,15,15,15,15
10784,0,0,0,0,0,0,0,0,0,0
10785,0,0,0,0,0,0,0,0,0,0
10786,9,9,9,9,9,9,9,9,9,9
10787,19,0,0,10,0,0,0,0,22,0
10788,10,0,13,0,0,0,0,0,16,0
10789,14,0,0,11,16,0,0,20,0,17
10790,0,0,0,8,0,0,0,0,0,0
10792,10,0,9,25,0,15,18,23,16,0
10793,0,0,18,0,0,0,11,0,0,13
10794,0,0,0,0,0,0,0,0,0,0
10795,0,0,0,0,0,0,0,0,0,11
10796,2,0,0,0,0,0,0,0,0,0
10797,9,12,30,10,31,36,24,27,13,16
10798,0,0,0,0,0,0,0,0,0,0
10799,19,27,10,9,10,26,21,30,9,13
10800,0,0,0,0,0,0,0,0,0,0
10801,0,0,0,0,0,0,0,0,0,0
10802,12,12,12,12,12,12,12,12,12,12
10803,10,10,10,10,10,10,10,10,10,10
10804,0,0,23,0,0,0,20,22,42,16
10805,0,0,0,0,13,0,0,0,21,0
10806,0,0,0,0,0,0,0,0,0,0
10807,69,69,69,69,69,69,69,69,69,69
10808,21,21,21,21,21,21,21,21,21,21
10809,0,0,0,0,21,0,0,0,0,0
10810,19,0,32,27,0,36,0,0,0,0
10811,21,23,17,21,12,23,12,41,14,7
10812,26,26,26,26,26,26,26,26,26,26
10813,0,0,0,0,0,0,0,0,0,0
10814,0,0,0,0,0,0,0,0,0,0
10815,0,0,0,0,0,0,0,0,0,0
10816,0,0,0,0,0,0,0,0,0,0
10817,0,0,13,0,0,0,0,0,0,0
10818,12,28,0,6,17,2,8,12,11,9
10819,4,4,4,4,4,4,4,4,4,4
10820,0,0,0,0,0,0,0,0,0,0
10821,0,0,0,0,0,0,0,0,0,0
10822,0,0,0,0,0,0,0,0,0,0
10823,32,32,32,32,32,32,32,32,32,32
10824,28,28,28,28,28,28,28,28,28,28
10826,0,0,0,0,0,0,0,0,0,0
10827,0,0,0,0,0,0,0,0,0,0
10828,0,20,0,36,0,32,0,13,21,0
10829,0,0,0,0,0,30,0,0,27,0
10830,0,0,0,0,0,0,0,0,0,0
10831,0,0,0,0,0,0,0,0,0,0
10832,25,25,25,25,25,25,25,25,25,25
10833,0,14,16,12,0,0,19,13,0,0
10834,0,0,0,0,0,0,0,0,0,0
10835,0,0,21,0,0,0,0,0,0,0
10836,14,6,16,13,35,22,12,16,12,25
10837,0,0,0,0,0,0,0,0,0,0
10838,0,0,0,0,0,0,0,0,0,0
10839,0,0,0,0,0,0,0,0,0,0
10840,4,4,4,4,4,4,4,4,4,4
10842,0,0,0,0,0,0,0,0,0,0
10843,16,12,0,22,14,0,38,12,13,11
10844,0,0,0,0,0,0,0,0,0,0
10845,0,0,0,0,0,0,0,0,0,0
10846,0,0,0,0,0,0,0,33,0,0
10847,25,25,25,25,25,25,25,25,25,25
10848,25,14,14,27,22,15,21,14,19,16
10849,0,0,0,7,22,0,5,28,14,0
10850,0,0,22,0,0,0,0,0,0,0
10851,0,0,0,0,0,0,0,0,0,0
10852,0,0,0,0,0,0,0,0,0,0
10853,2,2,2,2,2,2,2,2,2,2
10854,0,0,0,15,0,0,0,0,0,0
10855,20,20,20,20,20,20,20,20,20,20
10856,0,0,0,0,0,0,39,0,14,0
10857,0,0,0,0,0,0,0,0,0,0
10858,22,22,22,22,22,22,22,22,22,22
10859,0,0,0,0,0,0,0,0,0,0
10860,0,0,0,0,0,0,0,0,14,0
10861,0,23,5,0,0,34,35,0,0,0
10862,0,0,34,33,0,0,0,19,17,0
10863,0,35,0,0,0,0,0,0,24,17
10864,0,19,0,10,0,0,0,0,0,18
10865,0,0,0,0,0,0,0,0,0,0
10866,28,5,11,10,22,13,10,18,24,19
10867,0,0,0,10,0,0,0,0,0,0
10868,14,0,0,0,0,0,0,0,0,0
10869,0,0,0,0,7,0,0,0,0,0
10870,18,19,12,17,0,9,0,6,0,41
10871,0,0,0,0,0,0,0,0,0,24
10872,0,0,8,13,12,29,0,26,12,17
10873,0,0,0,0,0,0,0,29,0,0
10874,0,13,0,29,0,11,0,21,0,23
10875,12,0,9,0,0,0,0,12,0,0
10876,19,0,0,21,11,0,13,0,0,0
10877,0,26,39,22,0,24,35,16,0,0
10878,0,0,0,0,0,0,0,0,0,0
10879,0,0,9,31,0,0,0,0,0,9
10880,0,0,0,0,0,0,0,0,0,0
10881,16,0,6,13,0,0,0,0,0,0
10883,15,14,10,20,0,18,16,26,22,19
10884,11,23,10,4,19,27,12,5,10,4
10885,0,12,0,0,0,0,0,0,0,0
10886,31,15,0,0,17,0,0,0,8,0
10887,16,16,16,16,16,16,16,16,16,16
10888,0,15,0,0,0,0,0,0,0,0
10889,0,0,0,0,0,0,7,35,0,0
10890,0,0,0,5,0,0,0,0,0,0
10891,0,31,0,0,47,0,0,0,0,0
10892,0,0,0,0,0,0,0,0,0,0
10893,0,26,0,0,0,0,0,0,0,0
10894,14,14,14,14,14,14,14,14,14,14
10895,0,0,0,0,0,0,0,0,0,0
10896,0,0,0,0,0,0,0,0,0,0
10897,13,8,2,0,0,7,0,0,0,0
10898,0,0,0,0,0,0,21,0,0,0
10899,0,0,0,0,0,0,0,0,0,0
10900,0,0,23,31,0,0,0,0,5,6
10901,0,0,0,27,0,0,0,0,0,0
10902,0,0,0,0,0,0,0,0,0,0
10903,0,11,13,12,10,13,4,0,0,13
10904,0,0,0,0,0,0,0,0,0,0
10905,0,8,0,0,0,0,0,0,0,0
10906,0,0,0,0,0,0,0,0,0,0
10907,28,28,28,28,28,28,28,28,28,28
10908,0,0,26,0,33,27,0,0,5,0
20001,0,0,0,0,0,0,0,0,0,0
20002,0,0,0,0,0,0,0,0,0,0
20004,0,0,0,0,0,0,0,0,0,0
20005,0,0,0,0,0,0,0,0,11,0
20006,13,13,13,13,13,13,13,13,13,13
20007,0,0,0,0,0,0,0,0,0,0
20008,0,0,0,0,0,0,0,0,0,0
20009,14,0,0,0,0,0,0,0,30,0
20010,0,0,0,0,0,2,0,0,0,0
20011,0,0,0,0,0,0,0,0,0,0
20013,0,0,0,0,0,6,0,0,0,0
20014,0,0,0,0,0,0,0,0,0,0
20015,20,20,20,20,20,20,20,20,20,20
20016,15,15,15,15,15,15,15,15,15,15
20017,0,5,0,0,26,11,16,31,0,0
20018,6,6,6,6,6,6,6,6,6,6
20019,0,0,0,0,0,0,0,0,0,0
20020,0,0,0,0,0,0,0,0,0,0
20021,20,20,20,20,20,20,20,20,20,20
20022,0,0,0,0,0,0,0,0,0,0
20023,0,0,0,0,0,0,0,0,0,0
20024,16,16,16,16,16,16,16,16,16,16
20025,0,0,0,0,0,0,0,0,0,0
20027,0,0,0,0,0,0,0,0,0,0
20028,16,16,16,16,16,16,16,16,16,16
20029,15,15,15,15,15,15,15,15,15,15
20030,0,0,0,0,0,0,0,0,0,0
20031,25,25,25,25,25,25,25,25,25,25
20032,0,0,38,0,0,0,0,5,20,11
20033,0,0,0,0,0,0,0,0,0,0
20034,23,23,23,26,23,23,36,23,23,23
20035,0,0,0,0,0,0,0,0,0,0
20036,29,29,29,29,29,29,29,29,29,29
20037,0,0,0,0,0,0,0,0,0,0
20038,0,0,0,0,0,0,0,0,0,0
20039,24,24,24,24,24,24,24,24,24,24
20040,28,34,28,21,33,18,32,22,12,15
20041,0,0,0,0,0,0,0,0,0,0
20042,0,0,0,0,0,0,0,0,0,0
20043,0,0,0,0,0,0,0,0,0,0
20044,0,7,0,15,20,0,0,14,0,22
20045,13,13,13,13,13,13,13,13,13,13
20046,6,6,6,6,6,6,6,6,6,6
20047,20,20,20,20,20,20,20,20,20,20
20048,0,0,0,0,0,0,0,0,0,0
20049,0,0,0,0,0,0,0,0,0,0
20050,0,0,0,0,0,0,0,0,0,0
20051,0,0,0,0,0,0,0,0,0,0
20052,22,22,22,22,22,22,22,22,22,22
20053,0,0,0,0,0,0,0,0,0,0
20054,0,21,28,0,10,8,0,20,10,21
20055,24,24,24,24,24,24,24,24,24,24
20056,0,0,0,0,0,0,0,0,0,0
20060,0,0,0,10,0,0,0,22,7,0
20061,27,27,27,27,27,27,27,27,27,27
20062,0,0,0,0,0,0,0,0,0,0
40001,0,0,0,0,0,12,11,0,20,0
40002,0,0,0,0,0,0,0,0,0,0
40003,30,30,30,30,30,30,30,30,30,30
40004,15,15,15,15,15,15,15,15,15,15
40005,0,0,0,0,0,0,0,0,0,0
40006,0,0,2,10,11,0,0,0,0,0
40007,0,0,0,0,0,0,0,0,0,19
40008,0,0,0,0,14,18,0,0,0,0
40009,11,0,0,0,0,0,0,0,0,14
40010,0,40,26,12,0,0,18,0,16,20
40011,0,0,0,0,10,0,0,0,0,0
40012,0,0,0,0,0,0,0,0,0,0
40013,0,0,0,0,0,0,0,0,0,0
40014,0,0,0,0,0,0,0,0,0,0
40015,0,0,0,35,0,0,0,30,7,0
40016,0,0,0,0,0,0,0,0,0,0
40018,25,41,0,0,0,0,0,0,0,0
40019,9,0,21,0,23,29,0,24,0,17
40020,0,21,0,0,0,36,24,0,11,0
40021,19,7,5,0,13,9,0,27,0,0
40022,12,0,0,21,19,0,0,12,0,0
40023,12,19,0,0,0,0,60,0,3,4
40024,0,0,6,20,0,12,24,0,3,18
40025,0,16,10,0,0,0,14,15,8,0
40026,0,10,0,0,0,0,0,0,0,0
40027,0,0,0,0,0,0,0,0,0,0
40028,16,16,16,16,16,16,16,16,16,16
40029,0,0,0,0,0,0,7,0,0,0
40030,0,0,0,0,16,6,12,21,0,21
40032,0,0,0,0,3,0,0,0,0,0
40033,0,0,0,0,0,0,0,0,0,0
40034,0,0,0,0,0,0,0,0,0,3
40035,0,0,0,0,0,0,0,0,0,0
40036,32,0,8,9,8,9,0,0,18,0
40037,16,16,16,16,16,16,20,20,16,16
40038,0,10,0,10,0,0,8,0,0,0
40039,19,6,0,9,16,0,0,21,21,20
40040,19,19,21,19,19,19,19,19,19,19
40042,0,14,5,0,0,0,0,11,0,0
40043,40,40,40,40,40,40,40,40,40,40
40044,25,0,14,20,16,23,7,17,29,0
40045,0,0,5,0,11,9,10,7,7,0
40046,20,0,0,20,25,0,35,19,15,0
40047,0,0,0,0,0,20,0,13,23,0
40048,0,0,13,0,0,12,0,0,0,0
40049,0,17,0,0,0,0,24,0,16,20
40050,20,22,26,15,21,10,12,21,25,13
40051,13,13,13,13,13,13,13,13,13,13
40052,0,0,0,0,0,0,0,0,0,0
40053,10,0,0,0,0,15,0,0,0,0
40054,22,0,0,14,0,17,0,0,24,0
40055,22,0,0,0,22,16,6,29,0,18
40056,0,0,0,0,0,0,0,0,0,0
40057,0,0,0,0,0,0,0,0,0,0
40058,0,0,0,0,0,0,0,0,0,0
40059,28,34,5,12,28,40,10,0,20,0
40060,0,0,14,0,10,10,0,0,0,0
40061,0,0,0,0,0,0,0,0,0,0
40062,12,0,0,6,0,0,0,0,0,11
40063,8,0,0,0,0,0,0,0,21,0
40064,0,0,0,0,0,0,0,0,0,0
40065,27,0,18,0,0,0,6,0,0,15
40066,0,0,0,0,0,0,0,9,0,0
40068,0,30,0,0,12,8,0,10,0,15
40069,3,0,20,35,0,0,0,22,20,0
40070,25,25,25,25,25,25,25,25,25,26
40071,0,0,0,0,16,0,11,18,0,6
40073,22,22,22,22,22,22,22,22,22,22
40074,0,0,0,0,0,0,0,0,0,0
40075,0,0,0,0,0,0,0,0,0,0
40076,29,25,21,21,24,21,21,24,39,26
40077,0,19,17,16,10,0,0,0,0,14
40078,6,0,0,19,0,0,0,18,0,0
40079,19,19,19,19,19,19,19,19,19,19
40080,44,44,44,44,44,44,44,44,44,44
40081,0,0,0,0,0,0,0,0,0,0
40082,17,4,8,17,18,13,13,21,0,10
40083,29,14,19,14,28,14,14,10,19,11
40084,0,4,0,0,0,0,0,21,0,0
40085,35,35,35,35,35,35,35,35,35,35
40086,0,0,2,0,0,0,0,0,0,0
40087,1,1,1,1,1,13,13,1,1,1
40088,0,0,15,19,0,17,0,0,15,0
40089,28,0,0,0,0,0,0,0,0,0
40090,12,12,12,12,12,12,12,12,12,12
40091,36,36,36,36,36,36,36,36,36,36
40092,14,0,0,0,0,13,0,4,3,0
40093,18,0,0,0,0,9,19,0,4,16
40094,0,0,0,0,5,0,0,0,0,35
40095,6,0,0,0,0,0,0,0,0,0
40096,0,0,0,0,0,0,45,0,0,0
40097,21,0,0,0,0,19,28,26,32,0
40098,0,0,0,0,7,0,4,0,0,0
40099,18,26,12,10,0,0,27,23,23,21
40100,0,39,0,27,0,11,2,0,0,14
40101,0,0,19,23,0,11,33,0,0,31
40102,27,27,27,27,27,27,27,27,27,27
40103,16,16,16,16,16,16,16,16,16,16
40104,0,0,0,0,0,0,0,0,0,0
40105,0,0,0,0,0,0,0,0,0,0
40106,0,0,0,0,0,0,0,0,0,0
40107,18,21,0,0,0,27,20,25,24,21
40108,0,0,0,10,0,0,0,0,14,0
40109,0,22,0,22,11,27,26,11,25,20
40110,0,22,5,0,20,0,0,0,0,0
40111,0,0,0,7,9,0,0,7,0,8
40112,0,0,0,0,7,0,0,36,21,0
40113,0,24,6,17,30,5,18,26,0,26
40114,13,12,16,3,14,15,0,20,16,0
40115,0,0,0,0,0,0,0,0,0,0
40116,0,0,0,16,0,0,0,10,12,11
40117,0,0,27,0,0,0,20,0,0,0
40118,0,24,0,27,35,9,0,11,18,25
40119,0,25,0,0,0,0,13,0,19,0
40120,31,9,0,0,0,0,0,10,16,8
40121,0,12,5,0,0,0,4,0,0,16
40122,0,0,17,0,0,0,14,0,0,0
40123,0,0,0,0,20,0,0,20,37,14
40124,0,5,0,24,0,0,0,0,0,13
40125,0,0,0,0,0,0,0,0,0,0
40126,0,0,0,0,0,0,0,0,0,21
